Model,Valid RMSE,Valid R,Valid MAE,Test2013 RMSE,Test2013 R,Test2013 MAE,Test2016 RMSE,Test2016 R,Test2016 MAE,Test2019 RMSE,Test2019 R,Test2019 MAE,CSAR RMSE,CSAR R,CSAR MAE,CASF2016 RMSE,CASF2016 R,CASF2016 MAE
./save/4/20240613_151353_GIGN_repeat1,1.1323604583740234,0.7913169192707826,0.8498293161392212,1.3752937316894531,0.8236680774872271,1.065172791481018,1.1824026107788086,0.8478161392197827,0.9082801938056946,1.3713974952697754,0.6539361076907304,1.063562035560608,1.4991339445114136,0.8794764703303845,1.103959560394287,1.1943280696868896,0.8437043009033528,0.9146634340286255
./save/4/20240613_172309_GIGN_repeat2,1.1200748682022095,0.7966428203994668,0.8430441617965698,1.3051092624664307,0.846832287793398,1.0075294971466064,1.1420164108276367,0.8576815085056231,0.8674851655960083,1.3630123138427734,0.6599373000951289,1.0626329183578491,1.733617901802063,0.8622151208617653,1.2841527462005615,1.142202615737915,0.8579249585794145,0.8677957653999329
./save/4/20240613_165853_GIGN_repeat1,1.113446831703186,0.800122930489083,0.8344735503196716,1.339428186416626,0.8431074983420659,1.0054025650024414,1.1617733240127563,0.8543388833673458,0.8922680020332336,1.3749492168426514,0.6514827179737205,1.070133090019226,1.7920054197311401,0.8586444287583512,1.37637197971344,1.1639549732208252,0.8536694874081745,0.8957421183586121
./save/4/20240613_185853_GIGN_repeat2,1.116890549659729,0.7976839874605546,0.8503892421722412,1.297507882118225,0.8498822379286872,1.0127311944961548,1.1223790645599365,0.8628365581957524,0.8605104684829712,1.3551387786865234,0.6642299965150311,1.0506682395935059,1.5415735244750977,0.8690502120195586,1.0914312601089478,1.1239087581634521,0.8619945426023442,0.8622998595237732
./save/4/20240613_134852_GIGN_repeat0,1.1347076892852783,0.7933354777242836,0.8449676632881165,1.2873015403747559,0.8536466584785649,0.9870358109474182,1.0758126974105835,0.8746375838323056,0.8447934985160828,1.3767859935760498,0.6538063107237562,1.062546968460083,2.009073257446289,0.8048277449868281,1.4818938970565796,1.0764191150665283,0.8744496091533202,0.8455272912979126
./save/4/20240613_150706_GIGN_repeat0,1.1306326389312744,0.7926169523533501,0.8430269956588745,1.3713016510009766,0.8237528308506095,1.0626399517059326,1.1406124830245972,0.8590407203666046,0.8726211190223694,1.3557357788085938,0.6609728427478265,1.0542455911636353,1.7374147176742554,0.8828254691758837,1.3819500207901,1.1412572860717773,0.859021079281226,0.8739083409309387
Mean,1.1246855060259502,0.7952865146162534,0.8442884882291158,1.3293237090110779,0.8401482651467588,1.0234186351299286,1.1374994317690532,0.8593918989145691,0.8743264079093933,1.3661699295043945,0.6573942126243656,1.0606314738591511,1.7188031276067097,0.8595065743554618,1.2866265773773193,1.1403451363245647,0.8584606629879721,0.8766561349232992
Std,0.008978246677926613,0.0033961494298050503,0.0057940308819764245,0.03831955109767311,0.013196946006991117,0.032547491510203495,0.036522568962567004,0.009020826198634223,0.022748819320761247,0.009566948020642336,0.005015558346374049,0.0070226680972409255,0.18430739263339482,0.028395431044765933,0.15921350009150287,0.03957917245355091,0.010093971821351634,0.024778997629809937
